EmployeeID,StoreID,EmployeeName,Gender,Department,Designation,Salary,JoiningDate,EmploymentType,Shift,Email,PhoneNumber,IsActive
EMP000612,ST0180,Hritik Khosla,Male,Billing,Associate,28714,2014-05-17,Full-Time,Night,emp000612@retailsphere.com,9948264853,Yes
EMP000613,ST0183,Yashawini Divan,Female,Inventory,Associate,23869,2026-05-04,Full-Time,Evening,emp000613@retailsphere.com,9705235498,Yes
EMP000614,ST0052,Zayyan Nigam,Male,Customer Support,Associate,24620,2021-09-14,Full-Time,Morning,emp000614@retailsphere.com,9829103167,Yes
EMP000615,ST0057,Vaishnavi Sundaram,Female,Sales,Associate,24455,2018-02-25,Full-Time,Evening,emp000615@retailsphere.com,9242265209,Yes
EMP000616,ST0019,Rishi Chaudhry,Male,Inventory,Associate,26385,2026-04-16,Full-Time,Morning,emp000616@retailsphere.com,9383419269,Yes
EMP000617,ST0093,Edhitha Misra,Female,Security,Associate,30816,2018-07-29,Full-Time,Morning,emp000617@retailsphere.com,9973405131,Yes
EMP000618,ST0118,Neha Singhal,Female,Sales,Associate,28571,2017-10-09,Full-Time,Morning,emp000618@retailsphere.com,9589725489,Yes
EMP000619,ST0153,Joshua Lalla,Male,Inventory,Associate,28585,2013-09-24,Full-Time,Evening,emp000619@retailsphere.com,9842476804,Yes
EMP000620,ST0152,Veda Saha,Female,Sales,Associate,28240,2012-06-01,Part-Time,Morning,emp000620@retailsphere.com,9953375730,Yes
EMP000621,ST0010,Dev Sekhon,Male,Billing,Associate,23268,2011-08-22,Full-Time,Evening,emp000621@retailsphere.com,9965077930,Yes
EMP000622,ST0061,Kai Viswanathan,Male,Billing,Associate,27241,2011-09-19,Full-Time,Morning,emp000622@retailsphere.com,9995621960,Yes
EMP000623,ST0046,Ansh Sangha,Male,HR,Associate,29487,2020-08-10,Full-Time,Night,emp000623@retailsphere.com,9779772052,Yes
EMP000624,ST0115,Pavani Puri,Female,Security,Associate,25861,2017-06-17,Full-Time,Evening,emp000624@retailsphere.com,9999192240,Yes
EMP000625,ST0015,Ishanvi Garg,Female,Sales,Senior Associate,41276,2017-12-15,Part-Time,Morning,emp000625@retailsphere.com,9805699610,Yes
EMP000626,ST0098,Kavya Wali,Female,HR,Associate,23497,2015-12-19,Full-Time,Morning,emp000626@retailsphere.com,9700658823,Yes
EMP000627,ST0180,Tripti Mutti,Female,Sales,Associate,30776,2019-07-09,Full-Time,Morning,emp000627@retailsphere.com,9695231120,Yes
EMP000628,ST0067,Jackson Naik,Male,Security,Supervisor,61310,2022-12-31,Part-Time,Morning,emp000628@retailsphere.com,9983524079,No
EMP000629,ST0127,Hema Soni,Female,Sales,Supervisor,59688,2018-10-01,Full-Time,Morning,emp000629@retailsphere.com,9877336672,Yes
EMP000630,ST0125,Maya Raval,Female,Billing,Supervisor,54571,2021-11-22,Full-Time,Evening,emp000630@retailsphere.com,9654111211,Yes
EMP000631,ST0159,Sai Taneja,Male,Sales,Associate,26326,2021-06-11,Full-Time,Morning,emp000631@retailsphere.com,9161482108,Yes
EMP000632,ST0036,Siya Sengupta,Female,Security,Associate,22414,2018-02-23,Full-Time,Morning,emp000632@retailsphere.com,9678236788,Yes
EMP000633,ST0010,Qushi Dara,Female,Sales,Associate,24422,2014-12-14,Full-Time,Night,emp000633@retailsphere.com,9178410331,Yes
EMP000634,ST0117,Avni Chaudhary,Female,Sales,Associate,22573,2025-10-02,Full-Time,Evening,emp000634@retailsphere.com,9400071747,Yes
EMP000635,ST0144,Varsha Nayar,Female,Billing,Supervisor,57690,2026-04-26,Full-Time,Morning,emp000635@retailsphere.com,9748487790,Yes
EMP000636,ST0062,Zarna Mukherjee,Female,Billing,Supervisor,59608,2015-03-09,Full-Time,Morning,emp000636@retailsphere.com,9250913615,Yes
EMP000637,ST0085,Zansi Iyer,Female,Inventory,Assistant Manager,88588,2022-11-02,Full-Time,Morning,emp000637@retailsphere.com,9671835774,Yes
EMP000638,ST0131,Joshua Ganesh,Male,Sales,Senior Associate,42199,2022-03-21,Full-Time,Morning,emp000638@retailsphere.com,9439410511,Yes
EMP000639,ST0107,Chatresh Mannan,Male,Billing,Senior Associate,38313,2014-07-26,Full-Time,Evening,emp000639@retailsphere.com,9610477604,Yes
EMP000640,ST0155,Naksh Dugar,Male,Billing,Senior Associate,40909,2013-10-25,Full-Time,Morning,emp000640@retailsphere.com,9434175416,Yes
EMP000641,ST0104,Shivansh Lata,Male,Billing,Associate,28520,2011-11-18,Full-Time,Morning,emp000641@retailsphere.com,9502918336,Yes
EMP000642,ST0199,Zehaan Apte,Male,Inventory,Associate,30501,2022-04-28,Full-Time,Night,emp000642@retailsphere.com,9950565136,Yes
EMP000643,ST0102,Gayathri Bhatt,Female,Customer Support,Associate,27113,2019-02-01,Full-Time,Night,emp000643@retailsphere.com,9637256524,Yes
EMP000644,ST0104,Akshay Magar,Male,Customer Support,Associate,24594,2025-10-15,Full-Time,Morning,emp000644@retailsphere.com,9916494088,Yes
EMP000645,ST0187,Logan Khare,Male,Sales,Assistant Manager,79328,2011-09-26,Full-Time,Evening,emp000645@retailsphere.com,9622029526,Yes
EMP000646,ST0087,Chameli Kibe,Female,Sales,Associate,25456,2024-03-02,Full-Time,Evening,emp000646@retailsphere.com,9831191108,Yes
EMP000647,ST0008,Manya Murty,Female,Security,Associate,26592,2020-08-25,Full-Time,Morning,emp000647@retailsphere.com,9336175688,Yes
EMP000648,ST0087,Yutika Narasimhan,Female,Sales,Senior Associate,43994,2014-06-29,Full-Time,Evening,emp000648@retailsphere.com,9356366441,Yes
EMP000649,ST0075,Radhika Gade,Female,Billing,Associate,30103,2024-11-09,Part-Time,Evening,emp000649@retailsphere.com,9447837800,Yes
EMP000650,ST0033,Zayan Chopra,Male,Sales,Senior Associate,43252,2020-11-01,Full-Time,Morning,emp000650@retailsphere.com,9649966331,Yes
EMP000651,ST0178,Vritti Merchant,Female,Sales,Supervisor,56564,2016-01-26,Full-Time,Morning,emp000651@retailsphere.com,9957879468,Yes
EMP000652,ST0120,Rayaan Thaman,Male,Customer Support,Senior Associate,43067,2018-08-05,Full-Time,Evening,emp000652@retailsphere.com,9365348001,Yes
EMP000653,ST0129,Damini Chowdhury,Female,Customer Support,Senior Associate,40836,2013-12-31,Full-Time,Morning,emp000653@retailsphere.com,9638747600,Yes
EMP000654,ST0084,Tejas Varghese,Male,Sales,Manager,92808,2025-10-07,Full-Time,Night,emp000654@retailsphere.com,9689793549,Yes
EMP000655,ST0159,Bhavini Varkey,Female,Security,Associate,28508,2019-06-18,Full-Time,Morning,emp000655@retailsphere.com,9817169054,Yes
EMP000656,ST0120,Vrinda Mukherjee,Female,Sales,Supervisor,53181,2017-04-02,Full-Time,Morning,emp000656@retailsphere.com,9333885949,Yes
EMP000657,ST0067,Anmol Ahluwalia,Male,Sales,Associate,26203,2021-10-06,Full-Time,Night,emp000657@retailsphere.com,9135884012,Yes
EMP000658,ST0034,Tamanna Sarin,Female,Inventory,Senior Associate,44929,2011-11-26,Full-Time,Evening,emp000658@retailsphere.com,9502837398,Yes
EMP000659,ST0053,Raksha Sood,Female,HR,Associate,27279,2019-01-18,Part-Time,Night,emp000659@retailsphere.com,9822805236,Yes
EMP000660,ST0080,Zashil Sengupta,Male,Customer Support,Associate,24842,2020-11-12,Full-Time,Night,emp000660@retailsphere.com,9986718477,Yes
EMP000661,ST0024,Yamini Patel,Female,Inventory,Senior Associate,37394,2018-04-14,Full-Time,Morning,emp000661@retailsphere.com,9152333269,Yes
EMP000662,ST0078,Kavya Devi,Female,Inventory,Senior Associate,39128,2011-08-31,Full-Time,Morning,emp000662@retailsphere.com,9128733086,Yes
EMP000663,ST0143,Ganga Baria,Female,Security,Associate,25137,2019-04-12,Full-Time,Evening,emp000663@retailsphere.com,9762251547,No
EMP000664,ST0096,Ikshita Agate,Female,Sales,Associate,29465,2017-10-29,Full-Time,Evening,emp000664@retailsphere.com,9165244588,Yes
EMP000665,ST0170,Tamanna Ahuja,Female,Sales,Associate,23574,2021-03-20,Full-Time,Morning,emp000665@retailsphere.com,9916393032,Yes
EMP000666,ST0038,Lila Nori,Female,Sales,Associate,23469,2019-12-08,Full-Time,Night,emp000666@retailsphere.com,9288862298,Yes
EMP000667,ST0052,Mahika Char,Female,Inventory,Associate,28822,2020-09-23,Part-Time,Morning,emp000667@retailsphere.com,9892436186,Yes
EMP000668,ST0022,Ayushman Butala,Male,Inventory,Assistant Manager,84955,2020-06-09,Part-Time,Evening,emp000668@retailsphere.com,9946040374,Yes
EMP000669,ST0138,Jeet Varty,Male,Security,Associate,22843,2021-11-03,Full-Time,Morning,emp000669@retailsphere.com,9508833654,Yes
EMP000670,ST0036,Triveni Krish,Female,Security,Associate,31104,2020-04-01,Part-Time,Morning,emp000670@retailsphere.com,9201715656,Yes
EMP000671,ST0036,Suhani Halder,Female,Sales,Associate,27544,2025-05-02,Full-Time,Evening,emp000671@retailsphere.com,9958365493,Yes
EMP000672,ST0064,Zilmil Halder,Female,Billing,Senior Associate,34406,2019-11-23,Full-Time,Morning,emp000672@retailsphere.com,9974615386,Yes
EMP000673,ST0197,Omkaar Gill,Male,Sales,Senior Associate,44903,2023-03-11,Full-Time,Morning,emp000673@retailsphere.com,9612690188,Yes
EMP000674,ST0179,Henry Thaman,Male,Billing,Senior Associate,39134,2025-05-08,Part-Time,Evening,emp000674@retailsphere.com,9572768811,Yes
EMP000675,ST0160,Indrajit Parsa,Male,Billing,Associate,26904,2014-05-24,Full-Time,Morning,emp000675@retailsphere.com,9608505529,Yes
EMP000676,ST0149,Bhavika Tank,Female,Security,Senior Associate,41156,2021-01-09,Full-Time,Morning,emp000676@retailsphere.com,9875952298,Yes
EMP000677,ST0173,Om Din,Male,Sales,Associate,28668,2017-01-06,Full-Time,Morning,emp000677@retailsphere.com,9586705739,Yes
EMP000678,ST0038,Ayush Solanki,Male,Sales,Senior Associate,34514,2019-01-03,Full-Time,Evening,emp000678@retailsphere.com,9185491928,Yes
EMP000679,ST0098,Onkar Nadkarni,Male,Sales,Assistant Manager,89151,2022-01-17,Full-Time,Morning,emp000679@retailsphere.com,9201802650,Yes
EMP000680,ST0031,Rayaan Natarajan,Male,Billing,Associate,26110,2021-06-23,Full-Time,Morning,emp000680@retailsphere.com,9909877545,Yes
EMP000681,ST0198,Radha Deep,Female,Billing,Associate,26419,2018-03-28,Full-Time,Morning,emp000681@retailsphere.com,9184528904,Yes
EMP000682,ST0128,Upkaar Lala,Male,Security,Assistant Manager,79781,2026-07-01,Full-Time,Morning,emp000682@retailsphere.com,9289444969,Yes
EMP000683,ST0091,Urvi Pandey,Female,Security,Associate,24941,2021-10-14,Full-Time,Night,emp000683@retailsphere.com,9513277122,Yes
EMP000684,ST0118,Geetika Majumdar,Female,Sales,Associate,30485,2013-07-27,Full-Time,Evening,emp000684@retailsphere.com,9867640067,Yes
EMP000685,ST0025,Girik Merchant,Male,HR,Supervisor,61593,2026-07-10,Full-Time,Evening,emp000685@retailsphere.com,9823756402,No
EMP000686,ST0184,Ikbal Chokshi,Male,Inventory,Associate,26401,2013-12-21,Full-Time,Evening,emp000686@retailsphere.com,9155546314,Yes
EMP000687,ST0043,Vansha Walla,Female,Security,Assistant Manager,83398,2018-06-25,Full-Time,Evening,emp000687@retailsphere.com,9965526576,Yes
EMP000688,ST0124,Harita Ratta,Female,Security,Senior Associate,32325,2017-04-21,Full-Time,Evening,emp000688@retailsphere.com,9808628384,Yes
EMP000689,ST0087,Nakul Varkey,Male,Billing,Senior Associate,42906,2020-11-12,Full-Time,Night,emp000689@retailsphere.com,9882263830,Yes
EMP000690,ST0191,Qadim Mahajan,Male,Sales,Associate,22789,2021-01-11,Full-Time,Evening,emp000690@retailsphere.com,9610816676,Yes
EMP000691,ST0083,Aahana Edwin,Female,Inventory,Senior Associate,39184,2020-01-28,Full-Time,Morning,emp000691@retailsphere.com,9364282159,Yes
EMP000692,ST0076,Pushti Ravi,Female,Sales,Associate,30066,2022-10-10,Full-Time,Evening,emp000692@retailsphere.com,9385384403,Yes
EMP000693,ST0200,Eiravati Chacko,Female,Inventory,Manager,103817,2019-11-24,Full-Time,Morning,emp000693@retailsphere.com,9159085158,Yes
EMP000694,ST0199,Anay Sarraf,Male,Billing,Senior Associate,42068,2023-05-06,Contract,Night,emp000694@retailsphere.com,9242545221,Yes
EMP000695,ST0111,Pushti Aggarwal,Female,Billing,Associate,29359,2024-08-15,Full-Time,Evening,emp000695@retailsphere.com,9553481981,Yes
EMP000696,ST0006,Nitara Ramanathan,Female,HR,Associate,25997,2025-05-10,Full-Time,Evening,emp000696@retailsphere.com,9557708026,Yes
EMP000697,ST0112,Yasti Dara,Female,Sales,Assistant Manager,73620,2012-01-08,Full-Time,Morning,emp000697@retailsphere.com,9753610886,Yes
EMP000698,ST0139,Naksh Walla,Male,Sales,Associate,31304,2016-11-14,Full-Time,Evening,emp000698@retailsphere.com,9788829175,Yes
EMP000699,ST0136,Rachita Dhar,Female,HR,Senior Associate,37665,2017-10-26,Full-Time,Morning,emp000699@retailsphere.com,9860664442,Yes
EMP000700,ST0014,Rajeshri Datta,Female,Customer Support,Senior Associate,38531,2024-09-25,Full-Time,Morning,emp000700@retailsphere.com,9940499673,Yes
EMP000701,ST0037,Benjamin Gokhale,Male,Billing,Associate,26173,2019-05-23,Part-Time,Morning,emp000701@retailsphere.com,9564605711,Yes
EMP000702,ST0124,Upkaar Anne,Male,Sales,Manager,101275,2021-11-02,Full-Time,Morning,emp000702@retailsphere.com,9584000298,Yes
EMP000703,ST0099,Vyanjana Mammen,Female,Sales,Senior Associate,40885,2020-12-05,Full-Time,Morning,emp000703@retailsphere.com,9290348434,Yes
EMP000704,ST0056,Mahika Sem,Female,Sales,Associate,22113,2016-06-04,Full-Time,Night,emp000704@retailsphere.com,9460816679,Yes
EMP000705,ST0196,Ijaya Samra,Female,Security,Associate,30241,2012-07-04,Full-Time,Morning,emp000705@retailsphere.com,9799893485,Yes
EMP000706,ST0179,Nathan Upadhyay,Male,Sales,Associate,26772,2015-02-04,Part-Time,Morning,emp000706@retailsphere.com,9490149514,Yes
EMP000707,ST0086,Nachiket Chand,Male,Sales,Manager,134546,2017-10-27,Part-Time,Morning,emp000707@retailsphere.com,9765398535,Yes
EMP000708,ST0100,Faris Oza,Male,Sales,Associate,27566,2012-03-20,Full-Time,Evening,emp000708@retailsphere.com,9994246536,Yes
EMP000709,ST0076,Sanaya Lall,Female,Sales,Supervisor,59455,2011-11-26,Full-Time,Morning,emp000709@retailsphere.com,9809577754,Yes
EMP000710,ST0173,Pallavi Ramanathan,Female,Security,Associate,23603,2012-04-07,Full-Time,Evening,emp000710@retailsphere.com,9103026841,Yes
EMP000711,ST0137,Abhimanyu Tank,Male,HR,Associate,24500,2019-05-04,Full-Time,Morning,emp000711@retailsphere.com,9711683607,Yes
EMP000712,ST0106,Leela Nadig,Female,Inventory,Associate,23128,2014-11-29,Full-Time,Evening,emp000712@retailsphere.com,9972428363,Yes
EMP000713,ST0140,Chasmum Kale,Female,Sales,Manager,135286,2023-05-08,Contract,Evening,emp000713@retailsphere.com,9246101504,Yes
EMP000714,ST0190,Charvi Minhas,Female,Sales,Supervisor,53053,2021-05-17,Full-Time,Morning,emp000714@retailsphere.com,9492222134,Yes
EMP000715,ST0146,Chandani Jani,Female,Customer Support,Associate,25156,2018-12-12,Full-Time,Morning,emp000715@retailsphere.com,9288494162,Yes
EMP000716,ST0162,Oscar Chana,Male,Sales,Supervisor,63815,2026-07-23,Full-Time,Night,emp000716@retailsphere.com,9962870663,Yes
EMP000717,ST0007,Harita Sekhon,Female,Customer Support,Manager,126401,2016-05-02,Full-Time,Morning,emp000717@retailsphere.com,9968574694,Yes
EMP000718,ST0200,Baljiwan Deo,Male,Billing,Associate,31392,2012-06-27,Full-Time,Morning,emp000718@retailsphere.com,9369284254,Yes
EMP000719,ST0114,Vritti Handa,Female,HR,Associate,24569,2020-05-09,Contract,Morning,emp000719@retailsphere.com,9379000262,Yes
EMP000720,ST0066,Rachit Agate,Male,Billing,Associate,23387,2024-08-12,Full-Time,Morning,emp000720@retailsphere.com,9347711515,Yes
EMP000721,ST0198,Ekbal Mallick,Male,Billing,Associate,28743,2018-04-16,Full-Time,Morning,emp000721@retailsphere.com,9800990478,Yes
EMP000722,ST0037,Rachana Chandra,Female,Sales,Associate,26887,2025-08-11,Full-Time,Evening,emp000722@retailsphere.com,9768266364,Yes
EMP000723,ST0077,Bishakha Goyal,Female,Sales,Supervisor,56764,2021-04-09,Part-Time,Evening,emp000723@retailsphere.com,9197889244,Yes
EMP000724,ST0174,Lipika Basak,Female,Billing,Associate,25042,2014-02-26,Full-Time,Evening,emp000724@retailsphere.com,9422514978,Yes
EMP000725,ST0116,Anamika Kade,Female,Sales,Senior Associate,34774,2019-08-12,Full-Time,Evening,emp000725@retailsphere.com,9396252820,Yes
EMP000726,ST0041,Veer Choudhary,Male,Inventory,Associate,31844,2025-09-10,Full-Time,Evening,emp000726@retailsphere.com,9115132124,Yes
EMP000727,ST0198,Diya Jani,Female,Sales,Supervisor,57568,2024-10-12,Full-Time,Evening,emp000727@retailsphere.com,9167483094,Yes
EMP000728,ST0130,Zilmil Pradhan,Female,Sales,Associate,31794,2015-12-23,Full-Time,Evening,emp000728@retailsphere.com,9504368696,Yes
EMP000729,ST0194,Bhavini Menon,Female,Security,Assistant Manager,76389,2024-09-08,Full-Time,Evening,emp000729@retailsphere.com,9993470043,Yes
EMP000730,ST0057,Saumya Cheema,Female,Inventory,Associate,29855,2018-05-16,Full-Time,Morning,emp000730@retailsphere.com,9357440332,Yes
EMP000731,ST0038,Jagat Dara,Male,Inventory,Associate,29617,2017-08-17,Full-Time,Morning,emp000731@retailsphere.com,9146701135,Yes
EMP000732,ST0007,Mahika Borde,Female,Security,Associate,23794,2018-09-19,Full-Time,Morning,emp000732@retailsphere.com,9760372221,Yes
EMP000733,ST0140,Lakshmi Bhardwaj,Female,Inventory,Supervisor,53238,2023-07-22,Full-Time,Morning,emp000733@retailsphere.com,9309992093,Yes
EMP000734,ST0012,Aryan Ganguly,Male,Billing,Associate,30381,2016-12-16,Contract,Evening,emp000734@retailsphere.com,9379980987,Yes
EMP000735,ST0064,Max Soman,Male,Sales,Assistant Manager,77539,2013-01-13,Full-Time,Morning,emp000735@retailsphere.com,9225985245,Yes
EMP000736,ST0031,Saanvi Gala,Female,Customer Support,Associate,30097,2017-10-16,Full-Time,Morning,emp000736@retailsphere.com,9576692799,Yes
EMP000737,ST0176,Manan Sehgal,Male,Customer Support,Associate,30910,2021-03-24,Full-Time,Morning,emp000737@retailsphere.com,9624464702,Yes
EMP000738,ST0192,Yutika Mall,Female,Billing,Associate,30584,2019-01-28,Full-Time,Morning,emp000738@retailsphere.com,9502076242,Yes
EMP000739,ST0068,Ranbir Bhagat,Male,Sales,Associate,24512,2020-08-15,Full-Time,Night,emp000739@retailsphere.com,9240435236,Yes
EMP000740,ST0179,Shivansh Vohra,Male,Sales,Senior Associate,44761,2019-04-01,Full-Time,Morning,emp000740@retailsphere.com,9860323442,Yes
EMP000741,ST0054,Farhan Chanda,Male,Billing,Senior Associate,33168,2017-07-24,Full-Time,Night,emp000741@retailsphere.com,9545994123,Yes
EMP000742,ST0112,Yashoda Soman,Female,Customer Support,Supervisor,53009,2014-06-07,Full-Time,Evening,emp000742@retailsphere.com,9739631736,Yes
EMP000743,ST0129,Baljiwan Shroff,Male,Sales,Associate,22768,2015-01-24,Full-Time,Morning,emp000743@retailsphere.com,9411442517,Yes
EMP000744,ST0103,Dayamai Bava,Female,Sales,Assistant Manager,68140,2020-11-28,Full-Time,Evening,emp000744@retailsphere.com,9525595178,Yes
EMP000745,ST0120,Theodore Bajwa,Male,Customer Support,Senior Associate,38069,2020-02-24,Full-Time,Morning,emp000745@retailsphere.com,9214010833,Yes
EMP000746,ST0094,Samaksh Padmanabhan,Male,Billing,Associate,29460,2021-04-21,Full-Time,Evening,emp000746@retailsphere.com,9614483835,Yes
EMP000747,ST0062,Ekaja Sharma,Female,Billing,Associate,29460,2015-08-31,Part-Time,Night,emp000747@retailsphere.com,9186861616,Yes
EMP000748,ST0059,Frederick Lall,Male,Inventory,Associate,26438,2025-05-05,Part-Time,Night,emp000748@retailsphere.com,9196972962,Yes
EMP000749,ST0188,Faqid Bajaj,Male,Sales,Associate,22310,2025-07-25,Full-Time,Morning,emp000749@retailsphere.com,9364573256,Yes
EMP000750,ST0168,Falan Varma,Male,Sales,Associate,24229,2026-03-31,Part-Time,Night,emp000750@retailsphere.com,9314362387,Yes
EMP000751,ST0178,Ekanta Devi,Female,Billing,Supervisor,47770,2015-03-25,Full-Time,Morning,emp000751@retailsphere.com,9318349224,Yes
EMP000752,ST0001,Mugdha Dora,Female,Sales,Associate,30536,2019-11-18,Part-Time,Evening,emp000752@retailsphere.com,9112608694,Yes
EMP000753,ST0053,Janya Sahni,Female,Billing,Senior Associate,32605,2018-06-04,Full-Time,Evening,emp000753@retailsphere.com,9993432084,Yes
EMP000754,ST0033,Saumya Nayar,Female,Billing,Associate,27453,2018-07-14,Full-Time,Night,emp000754@retailsphere.com,9123480111,Yes
EMP000755,ST0198,Prisha Kala,Female,Security,Senior Associate,41221,2015-03-19,Full-Time,Evening,emp000755@retailsphere.com,9947615076,Yes
EMP000756,ST0199,Nandini Sama,Female,Sales,Associate,30097,2019-05-01,Full-Time,Evening,emp000756@retailsphere.com,9974471998,Yes
EMP000757,ST0174,Ira Raval,Female,Sales,Associate,26127,2022-11-13,Contract,Morning,emp000757@retailsphere.com,9305740380,Yes
EMP000758,ST0134,Bishakha Brar,Female,Billing,Associate,27926,2020-08-06,Full-Time,Evening,emp000758@retailsphere.com,9868702897,Yes
EMP000759,ST0165,Pranit Gopal,Male,Security,Manager,105089,2019-12-20,Full-Time,Morning,emp000759@retailsphere.com,9830580829,Yes
EMP000760,ST0040,Caleb Lall,Male,Sales,Associate,27137,2024-05-02,Full-Time,Morning,emp000760@retailsphere.com,9470841439,Yes
EMP000761,ST0192,Nachiket Dash,Male,Sales,Associate,22475,2021-12-13,Part-Time,Morning,emp000761@retailsphere.com,9249301550,Yes
EMP000762,ST0146,Tarak Kumer,Male,Security,Associate,25986,2023-09-08,Full-Time,Evening,emp000762@retailsphere.com,9890987589,Yes
EMP000763,ST0124,Indali Gade,Female,Billing,Associate,29540,2020-06-29,Full-Time,Evening,emp000763@retailsphere.com,9103603449,Yes
EMP000764,ST0126,Jyoti Ravel,Female,Sales,Associate,22681,2022-01-28,Full-Time,Night,emp000764@retailsphere.com,9738569107,Yes
EMP000765,ST0056,Kamya Buch,Female,Customer Support,Manager,103177,2013-10-21,Part-Time,Evening,emp000765@retailsphere.com,9138285050,Yes
EMP000766,ST0180,Manthan Narang,Male,Billing,Associate,25246,2020-01-26,Full-Time,Night,emp000766@retailsphere.com,9298271445,Yes
EMP000767,ST0072,Anusha Saxena,Female,Security,Associate,27170,2017-11-17,Full-Time,Evening,emp000767@retailsphere.com,9986184644,Yes
EMP000768,ST0127,Siya Pandey,Female,Sales,Associate,30910,2022-05-17,Full-Time,Morning,emp000768@retailsphere.com,9521211848,Yes
EMP000769,ST0024,Avni Mander,Female,Billing,Associate,24356,2022-08-12,Full-Time,Morning,emp000769@retailsphere.com,9824738591,Yes
EMP000770,ST0131,Yauvani Keer,Female,Billing,Associate,31634,2017-08-02,Full-Time,Evening,emp000770@retailsphere.com,9700437413,Yes
EMP000771,ST0070,Mugdha Dave,Female,Sales,Senior Associate,40241,2018-03-08,Full-Time,Evening,emp000771@retailsphere.com,9519411133,Yes
EMP000772,ST0163,Eshana Lanka,Female,Sales,Senior Associate,35159,2015-08-14,Full-Time,Morning,emp000772@retailsphere.com,9454938014,Yes
EMP000773,ST0200,Anya Shenoy,Female,Sales,Associate,31996,2025-06-23,Part-Time,Morning,emp000773@retailsphere.com,9399468553,Yes
EMP000774,ST0151,Samaksh Gole,Male,Sales,Associate,31439,2012-11-07,Full-Time,Evening,emp000774@retailsphere.com,9768730711,Yes
EMP000775,ST0058,Tarak Parmar,Male,Inventory,Supervisor,56235,2022-02-25,Full-Time,Morning,emp000775@retailsphere.com,9525270581,Yes
EMP000776,ST0159,Raksha Chacko,Female,Inventory,Senior Associate,40956,2025-05-21,Part-Time,Evening,emp000776@retailsphere.com,9166912698,Yes
EMP000777,ST0121,Gautam Sood,Male,Customer Support,Associate,22538,2019-03-05,Contract,Morning,emp000777@retailsphere.com,9533784751,Yes
EMP000778,ST0040,Ishaan Anand,Male,Sales,Associate,24597,2011-09-22,Full-Time,Evening,emp000778@retailsphere.com,9260137362,Yes
EMP000779,ST0122,Geetika Dalal,Female,HR,Associate,24748,2019-09-05,Full-Time,Morning,emp000779@retailsphere.com,9655346508,Yes
EMP000780,ST0024,Chaitanya Sodhi,Male,Billing,Associate,31533,2014-10-29,Full-Time,Morning,emp000780@retailsphere.com,9408556475,Yes
EMP000781,ST0044,Jeet Nair,Male,Sales,Associate,28891,2012-01-06,Full-Time,Evening,emp000781@retailsphere.com,9148654541,Yes
EMP000782,ST0096,Chaitanya Kapur,Male,Sales,Associate,26548,2022-09-26,Full-Time,Morning,emp000782@retailsphere.com,9140888007,No
EMP000783,ST0056,Meera Palla,Female,Security,Associate,24721,2017-07-05,Full-Time,Morning,emp000783@retailsphere.com,9285812964,Yes
EMP000784,ST0152,Nitara Patel,Female,Billing,Supervisor,51938,2012-09-19,Full-Time,Morning,emp000784@retailsphere.com,9528792713,Yes
EMP000785,ST0176,Rohan Chanda,Male,HR,Associate,29355,2017-09-22,Full-Time,Night,emp000785@retailsphere.com,9557270839,Yes
EMP000786,ST0138,Nimrat Sinha,Female,Billing,Senior Associate,34608,2020-05-02,Full-Time,Morning,emp000786@retailsphere.com,9569858635,Yes
EMP000787,ST0127,Chakradhar Mani,Male,Security,Associate,28890,2020-07-23,Full-Time,Evening,emp000787@retailsphere.com,9483866557,Yes
EMP000788,ST0172,Zaitra Rajan,Female,Sales,Senior Associate,43411,2025-11-10,Part-Time,Evening,emp000788@retailsphere.com,9384677425,Yes
EMP000789,ST0083,Yug Shetty,Male,Billing,Associate,29052,2014-04-28,Full-Time,Evening,emp000789@retailsphere.com,9355275947,Yes
EMP000790,ST0088,Anirudh Iyengar,Male,Inventory,Associate,29825,2025-12-02,Full-Time,Morning,emp000790@retailsphere.com,9266018495,Yes
EMP000791,ST0027,Varenya Brar,Female,Sales,Supervisor,55798,2011-08-01,Full-Time,Evening,emp000791@retailsphere.com,9350663992,Yes
EMP000792,ST0064,Priya Pillai,Female,Billing,Supervisor,51283,2020-02-26,Full-Time,Evening,emp000792@retailsphere.com,9459518073,Yes
EMP000793,ST0026,Urvashi Amble,Female,Billing,Associate,27633,2014-05-25,Full-Time,Evening,emp000793@retailsphere.com,9752825918,Yes
EMP000794,ST0023,William Randhawa,Male,Inventory,Assistant Manager,72344,2021-08-11,Part-Time,Morning,emp000794@retailsphere.com,9504416621,Yes
EMP000795,ST0179,Falguni Sarkar,Female,Sales,Senior Associate,37926,2023-06-22,Full-Time,Morning,emp000795@retailsphere.com,9465160288,Yes
EMP000796,ST0059,Ikshita Kalla,Female,Sales,Associate,25188,2018-04-19,Full-Time,Night,emp000796@retailsphere.com,9951343717,Yes
EMP000797,ST0013,Anay Sampath,Male,Sales,Associate,30882,2018-04-11,Full-Time,Morning,emp000797@retailsphere.com,9224940353,Yes
EMP000798,ST0096,Fitan Pau,Male,Inventory,Associate,30832,2017-08-04,Full-Time,Morning,emp000798@retailsphere.com,9995088024,Yes
EMP000799,ST0185,Bhanumati Devi,Female,Sales,Associate,25517,2022-11-09,Full-Time,Night,emp000799@retailsphere.com,9276795353,Yes
